"","play_id","game_id","home_team","away_team","posteam","posteam_type","defteam","posteam_score","defteam_score","score_differential","posteam_score_post","defteam_score_post","score_differential_post","desc","game_date","qtr","game_seconds_remaining","play_type","yards_gained","total_yards_gained","play_num","avg_yds_per_play","run","pass","total_run_yards","total_pass_yards","num_runs","num_passes","run_yards_gained","pass_yards_gained","run_greater_than_2yds","pass_greater_than_2yds","num_runs_greater_than_2yds","num_passes_greater_than_2yds","prop_runs_greater_than_2_yards","prop_passes_greater_than_2_yards","avg_yards_per_run","avg_yards_per_pass","completion_percentage","two_point_conv_result","two_point_conversion_prob","two_point_attempt","defensive_two_point_attempt","defensive_two_point_conv","kicker_player_name","kicker_player_id","blocked_player_id","blocked_player_name","extra_point_result","extra_point_prob","extra_point_attempt","defensive_extra_point_attempt","defensive_extra_point_conv","wp","def_wp","home_wp","away_wp","wpa","home_wp_post","away_wp_post","ydsnet","ep","epa","shotgun","qb_dropback","team_favorite_id","spread_favorite","over_under_line","stadium","stadium_neutral","weather_temperature","weather_wind_mph","weather_humidity","weather_detail","pass_location","run_location"
"20",3499,2009110107,"NYJ","MIA","MIA","away","NYJ",29,19,10,29,19,10,"(Pass formation) TWO-POINT CONVERSION ATTEMPT. C.Henne pass to G.Camarillo is incomplete. ATTEMPT FAILS.",2009-11-01,4,528,"pass",0,121,46,2.6304347826087,0,1,54,112,18,28,0,0,0,0,9,10,0.5,0.357142857142857,3,4,0.642857142857143,"0",0.4735,1,0,0,NA,NA,NA,NA,NA,0,0,0,0,0.878607867761257,0.121392132238743,0.121392132238743,0.878607867761257,-0.0182877219947343,0.139679854233477,0.860320145766523,67,0.947,-0.947,0,1,"NYJ",-3.5,40.5,"Giants Stadium",FALSE,58,13,"59","",NA,NA
"21",3702,2009110107,"NYJ","MIA","NYJ","home","MIA",25,29,-4,25,29,-4,"(Pass formation) TWO-POINT CONVERSION ATTEMPT. M.Sanchez pass to D.Keller is incomplete. ATTEMPT FAILS.",2009-11-01,4,352,"pass",0,338,67,5.04477611940298,0,1,108,237,35,32,0,0,0,0,18,16,0.514285714285714,0.5,3.08571428571429,7.40625,0.65625,"0",0.4735,1,0,0,NA,NA,NA,NA,NA,0,0,0,0,0.352813577142183,0.647186422857817,0.352813577142183,0.647186422857817,-0.0511334658276402,0.301680111314543,0.698319888685457,81,0.947,-0.947,0,1,"NYJ",-3.5,40.5,"Giants Stadium",FALSE,58,13,"59","",NA,NA
"22",3222,2009110105,"GB","MIN","GB","home","MIN",26,31,-5,26,31,-5,"(Pass formation) TWO-POINT CONVERSION ATTEMPT. A.Rodgers pass to R.Grant is incomplete. ATTEMPT FAILS. Pass tipped by Minn 93.",2009-11-01,4,626,"pass",0,304,55,5.52727272727273,0,1,90,238,19,36,0,0,0,0,10,20,0.526315789473684,0.555555555555556,4.73684210526316,6.61111111111111,0.75,"0",0.4735,1,0,0,NA,NA,NA,NA,NA,0,0,0,0,0.337549612713827,0.662450387286173,0.337549612713827,0.662450387286173,-0.0341295498671535,0.303420062846674,0.696579937153326,74,0.947,-0.947,0,1,"GB",-3,47,"Lambeau Field",FALSE,44,7,"70","",NA,NA
"23",3856,2009110804,"JAX","KC","KC","away","JAC",19,24,-5,21,24,-3,"TWO-POINT CONVERSION ATTEMPT. M.Cassel pass to J.Charles is complete. ATTEMPT SUCCEEDS.",2009-11-08,4,61,"pass",2,303,57,5.31578947368421,0,1,60,264,14,43,0,2,0,0,8,21,0.571428571428571,0.488372093023256,4.28571428571429,6.13953488372093,0.627906976744186,"1",0.4735,1,0,0,NA,NA,NA,NA,NA,0,0,0,0,0.103085236289149,0.896914763710851,0.896914763710851,0.103085236289149,0.0135855039909117,0.883329259719939,0.116670740280061,68,0.947,1.053,0,1,"JAX",-7,41.5,"EverBank Field",FALSE,79,12,"70","",NA,NA
"24",2869,2009110805,"NE","MIA","NE","home","MIA",22,17,5,24,17,7,"TWO-POINT CONVERSION ATTEMPT. T.Brady pass to R.Moss is complete. ATTEMPT SUCCEEDS.",2009-11-08,3,1095,"pass",2,350,46,7.60869565217391,0,1,58,301,12,34,0,2,0,0,8,20,0.666666666666667,0.588235294117647,4.83333333333333,8.85294117647059,0.705882352941176,"1",0.4735,1,0,0,NA,NA,NA,NA,NA,0,0,0,0,0.692563342816103,0.307436657183897,0.692563342816103,0.307436657183897,0.0573930007959988,0.749956343612102,0.250043656387898,80,0.947,1.053,0,1,"NE",-10.5,46.5,"Gillette Stadium",FALSE,65,11,"55","",NA,NA
"25",3139,2009110806,"TB","GB","TB","home","GB",22,28,-6,22,28,-6,"TWO-POINT CONVERSION ATTEMPT. J.Freeman pass to K.Winslow is incomplete. ATTEMPT FAILS.",2009-11-08,4,694,"pass",0,203,46,4.41304347826087,0,1,66,144,21,25,0,0,0,0,12,10,0.571428571428571,0.4,3.14285714285714,5.76,0.52,"0",0.4735,1,0,0,NA,NA,NA,NA,NA,0,0,0,0,0.300944260726456,0.699055739273544,0.300944260726456,0.699055739273544,-0.0308667431300129,0.270077517596443,0.729922482403557,17,0.947,-0.947,0,1,"GB",-9.5,43.5,"Raymond James Stadium",FALSE,81,9,"62","",NA,NA
"26",3575,2009110806,"TB","GB","TB","home","GB",28,28,0,30,28,2,"TWO-POINT CONVERSION ATTEMPT. J.Freeman pass to M.Clayton is complete. ATTEMPT SUCCEEDS.",2009-11-08,4,254,"pass",2,272,55,4.94545454545455,0,1,72,207,22,33,0,2,0,0,13,14,0.590909090909091,0.424242424242424,3.27272727272727,6.27272727272727,0.545454545454545,"1",0.4735,1,0,0,NA,NA,NA,NA,NA,0,0,0,0,0.56783198402956,0.43216801597044,0.56783198402956,0.43216801597044,0.030703796949249,0.598535780978809,0.401464219021191,72,0.947,1.053,0,1,"GB",-9.5,43.5,"Raymond James Stadium",FALSE,81,9,"62","",NA,NA
"27",3157,2009110808,"SEA","DET","SEA","home","DET",22,17,5,22,17,5,"(Kick formation) TWO-POINT CONVERSION ATTEMPT. J.Ryan pass to S.Vallos is incomplete. ATTEMPT FAILS.",2009-11-08,3,1052,"pass",0,312,51,6.11764705882353,0,1,34,280,11,40,0,0,0,0,7,26,0.636363636363636,0.65,3.09090909090909,7,0.825,"0",0.4735,1,0,0,NA,NA,NA,NA,NA,0,0,0,0,0.693249057254603,0.306750942745397,0.693249057254603,0.306750942745397,-0.0115530762005397,0.681695981054063,0.318304018945937,68,0.947,-0.947,0,1,"SEA",-10,42,"CenturyLink Field",FALSE,50,11,"84","",NA,NA
"28",2934,2009111500,"CAR","ATL","ATL","away","CAR",19,21,-2,19,21,-2,"TWO-POINT CONVERSION ATTEMPT. M.Ryan pass to J.Snelling is complete. ATTEMPT FAILS.",2009-11-15,4,824,"pass",0,313,55,5.69090909090909,0,1,165,148,24,31,0,0,0,0,15,14,0.625,0.451612903225806,6.875,4.7741935483871,0.580645161290323,"0",0.4735,1,0,0,NA,NA,NA,NA,NA,0,0,0,0,0.447493382742128,0.552506617257872,0.552506617257872,0.447493382742128,-0.0126205267100942,0.565127143967966,0.434872856032034,59,0.947,-0.947,0,1,"ATL",-1,43.5,"Bank of America Stadium",FALSE,71,2,"71","",NA,NA
"29",3451,2009111505,"STL","NO","STL","home","NO",23,28,-5,23,28,-5,"TWO-POINT CONVERSION ATTEMPT. M.Bulger pass to D.Fells is incomplete. ATTEMPT FAILS.",2009-11-15,4,164,"pass",0,386,61,6.32786885245902,0,1,128,263,27,34,0,0,0,0,13,19,0.481481481481481,0.558823529411765,4.74074074074074,7.73529411764706,0.735294117647059,"0",0.4735,1,0,0,NA,NA,NA,NA,NA,0,0,0,0,0.234928696019866,0.765071303980134,0.234928696019866,0.765071303980134,-0.0708651422598588,0.164063553760007,0.835936446239993,80,0.947,-0.947,0,1,"NO",-14.5,51,"Edward Jones Dome",FALSE,72,0,"","DOME",NA,NA
"30",641,2009111504,"PIT","CIN","CIN","away","PIT",6,3,3,6,3,3,"Lined up in PAT kick formation. Poor hold. Play aborted.  TWO-POINT CONVERSION ATTEMPT. K.Huber is sacked. ATTEMPT FAILS.",2009-11-15,1,2966,"pass",0,42,12,3.5,0,1,-2,44,2,10,0,0,0,0,0,5,0,0.5,-1,4.4,0.6,"0",0.4735,1,0,0,NA,NA,NA,NA,NA,0,0,0,0,0.615154810715476,0.384845189284524,0.384845189284524,0.615154810715476,-0.0308757126756442,0.415720901960168,0.584279098039832,0,0.947,-0.947,0,1,"PIT",-6.5,41.5,"Heinz Field",FALSE,63,4,"73","",NA,NA
"31",3366,2009111503,"NYJ","JAC","NYJ","home","JAC",22,21,1,22,21,1,"TWO-POINT CONVERSION ATTEMPT. M.Sanchez pass to B.Edwards is incomplete. ATTEMPT FAILS.",2009-11-15,4,304,"pass",0,322,61,5.27868852459016,0,1,110,212,29,32,0,0,0,0,16,15,0.551724137931034,0.46875,3.79310344827586,6.625,0.59375,"0",0.4735,1,0,0,NA,NA,NA,NA,NA,0,0,0,0,0.610537798524972,0.389462201475028,0.610537798524972,0.389462201475028,-0.0682693262733769,0.542268472251595,0.457731527748405,77,0.947,-0.947,0,1,"NYJ",-6.5,41,"Giants Stadium",FALSE,63,8,"94","",NA,NA
"32",3296,2009111900,"CAR","MIA","CAR","home","MIA",12,17,-5,14,17,-3,"TWO-POINT CONVERSION ATTEMPT. D.Williams rushes up the middle. ATTEMPT SUCCEEDS.",2009-11-19,4,318,"run",2,289,59,4.89830508474576,1,0,178,137,27,32,2,0,0,0,17,11,0.62962962962963,0.34375,6.59259259259259,4.28125,0.53125,"1",0.4735,1,0,0,NA,NA,NA,NA,NA,0,0,0,0,0.290054772840503,0.709945227159497,0.290054772840503,0.709945227159497,0.0483872614135204,0.338442034254024,0.661557965745976,68,0.947,1.053,0,0,"CAR",-3.5,42,"Bank of America Stadium",FALSE,61,5,"91","",NA,NA
"33",3476,2009112206,"MIN","SEA","SEA","away","MIN",9,35,-26,9,35,-26,"TWO-POINT CONVERSION ATTEMPT. M.Hasselbeck pass to J.Carlson is incomplete. ATTEMPT FAILS. Seattle challenged the incomplete pass ruling, and the play was Upheld. (Timeout #1 at 08:05.)",2009-11-22,4,485,"pass",0,189,35,5.4,0,1,4,194,12,23,0,0,0,0,3,13,0.25,0.565217391304348,0.333333333333333,8.43478260869565,0.782608695652174,"0",0.4735,1,0,0,NA,NA,NA,NA,NA,0,0,0,0,0.00260438283119651,0.997395617168804,0.997395617168804,0.00260438283119651,0,0.997395617168804,0.00260438283119651,78,0.557528118051427,0,0,1,"MIN",-11,47,"Mall of America Field",FALSE,72,0,"","DOME",NA,NA
"34",2227,2009112204,"JAX","BUF","BUF","away","JAC",15,10,5,15,10,5,"(Kick formation) TWO-POINT CONVERSION ATTEMPT. B.Moorman pass to J.Reed is incomplete. ATTEMPT FAILS.",2009-11-22,3,1588,"pass",0,283,36,7.86111111111111,0,1,35,252,14,22,0,0,0,0,5,13,0.357142857142857,0.590909090909091,2.5,11.4545454545455,0.818181818181818,"0",0.4735,1,0,0,NA,NA,NA,NA,NA,0,0,0,0,0.691220283136735,0.308779716863265,0.308779716863265,0.691220283136735,-0.0232050147421351,0.3319847316054,0.6680152683946,98,0.947,-0.947,0,1,"JAX",-8.5,41,"EverBank Field",FALSE,72,8,"86","",NA,NA
"35",3691,2009112204,"JAX","BUF","JAC","home","BUF",16,15,1,18,15,3,"(Pass formation) TWO-POINT CONVERSION ATTEMPT. D.Garrard rushes up the middle. ATTEMPT SUCCEEDS.",2009-11-22,4,56,"run",2,313,66,4.74242424242424,1,0,105,215,34,32,2,0,0,0,17,17,0.5,0.53125,3.08823529411765,6.71875,0.75,"1",0.4735,1,0,0,NA,NA,NA,NA,NA,0,0,0,0,0.796824662158411,0.203175337841589,0.796824662158411,0.203175337841589,0.0130477833857718,0.809872445544183,0.190127554455817,68,0.947,1.053,0,0,"JAX",-8.5,41,"EverBank Field",FALSE,72,8,"86","",NA,NA
"36",3846,2009112202,"DET","CLE","CLE","away","DET",35,31,4,37,31,6,"TWO-POINT CONVERSION ATTEMPT. J.Lewis rushes up the middle. ATTEMPT SUCCEEDS. Ball was direct snapped to CLE #31-J. Lewis",2009-11-22,4,344,"run",2,419,69,6.07246376811594,1,0,124,301,37,32,2,0,0,0,17,18,0.459459459459459,0.5625,3.35135135135135,9.40625,0.6875,"1",0.4735,1,0,0,NA,NA,NA,NA,NA,0,0,0,0,0.729781061910154,0.270218938089846,0.270218938089846,0.729781061910154,0.0324554611243126,0.237763476965533,0.762236523034467,75,0.947,1.053,0,0,"DET",-3,37.5,"Ford Field",FALSE,72,0,"","DOME",NA,NA
"37",3148,2009112213,"CHI","PHI","CHI","home","PHI",18,17,1,20,17,3,"(Pass formation) TWO-POINT CONVERSION ATTEMPT. J.Cutler pass to M.Forte is complete. ATTEMPT SUCCEEDS.",2009-11-22,3,1072,"pass",2,247,50,4.94,0,1,124,136,18,32,0,2,0,0,10,13,0.555555555555556,0.40625,6.88888888888889,4.25,0.59375,"1",0.4735,1,0,0,NA,NA,NA,NA,NA,0,0,0,0,0.542325942511597,0.457674057488403,0.542325942511597,0.457674057488403,0.066713843364868,0.609039785876465,0.390960214123535,55,0.947,1.053,0,1,"PHI",-3.5,47,"Soldier Field",FALSE,49,7,"79","",NA,NA
